Date,Revenue_MAD,Margin_MAD,Energy_kWh,CO2_Emissions_kg,Absenteeism_Pct,Customer_Satisfaction
2025-03-09,3819.26,663.61,193.79,44.57,3.19,88.57
2025-03-10,4214.95,1041.68,185.17,42.59,3.4,88.57
2025-03-11,3503.97,589.01,214.78,49.4,3.38,92.32
2025-03-12,4284.24,1008.67,173.73,39.96,3.06,83.36
2025-03-13,2782.75,554.4,171.38,39.42,3.59,87.85
2025-03-14,2623.84,458.44,178.14,40.97,3.39,94.13
2025-03-15,3450.34,817.99,172.62,39.7,2.01,82.53
2025-03-16,3672.6,714.43,194.83,44.81,3.7,78.86
2025-03-17,3466.52,698.44,146.65,33.73,3.71,77.48
2025-03-18,2451.31,455.76,158.03,36.35,2.39,87.85
2025-03-19,3442.49,720.5,157.87,36.31,3.03,77.47
2025-03-20,2836.69,471.89,198.34,45.62,3.55,83.51
2025-03-21,3825.49,723.43,213.65,49.14,2.83,86.75
2025-03-22,3675.54,907.64,177.45,40.81,3.86,85.74
2025-03-23,3023.73,531.61,176.24,40.54,4.89,86.7
2025-03-24,3238.03,698.36,181.1,41.65,2.37,85.89
2025-03-25,2966.5,541.44,203.0,46.69,1.9,90.12
2025-03-26,3465.77,787.93,161.28,37.09,3.24,81.19
2025-03-27,3975.53,648.36,184.64,42.47,3.58,82.29
2025-03-28,3005.8,742.38,199.42,45.87,2.82,81.91
2025-03-29,3751.24,732.91,189.97,43.69,4.16,88.32
2025-03-30,3234.5,561.52,183.77,42.27,1.93,88.6
2025-03-31,3103.45,488.33,200.01,46.0,3.55,86.8
2025-04-01,3446.48,575.48,125.94,28.97,2.52,89.73
2025-04-02,2982.34,602.36,193.56,44.52,4.38,80.29
2025-04-03,3222.95,592.06,166.9,38.39,4.59,91.67
2025-04-04,2900.5,675.49,143.35,32.97,2.39,91.09
2025-04-05,4481.32,865.29,190.16,43.74,2.56,87.94
2025-04-06,3515.96,614.84,207.37,47.7,3.69,92.13
2025-04-07,3147.69,666.41,177.1,40.73,2.69,78.37
2025-04-08,3603.62,795.24,198.86,45.74,2.96,82.9
2025-04-09,3439.39,573.36,211.98,48.76,3.02,82.06
2025-04-10,3383.85,564.3,205.96,47.37,1.46,87.89
2025-04-11,3800.06,583.94,212.38,48.85,2.99,80.8
2025-04-12,3870.22,865.54,194.33,44.7,2.45,88.03
2025-04-13,3224.56,697.73,180.9,41.61,2.61,90.48
2025-04-14,3200.1,631.9,147.24,33.87,4.15,87.78
2025-04-15,3348.53,784.95,174.24,40.08,1.99,86.14
2025-04-16,2333.01,537.91,162.17,37.3,3.65,81.05
2025-04-17,2724.14,568.08,222.32,51.13,2.78,81.61
2025-04-18,4162.8,985.86,175.24,40.31,2.78,90.0
2025-04-19,4299.32,733.4,181.07,41.65,3.63,88.12
2025-04-20,3349.66,539.94,189.48,43.58,3.27,84.84
2025-04-21,3759.66,665.37,179.15,41.21,3.46,83.33
2025-04-22,3624.07,564.3,212.01,48.76,3.77,76.9
2025-04-23,5004.8,1016.56,165.47,38.06,2.73,80.72
2025-04-24,4021.93,979.99,181.62,41.77,2.51,92.65
2025-04-25,3394.83,522.58,162.68,37.42,2.13,79.88
2025-04-26,2977.53,482.99,150.92,34.71,2.34,85.76
2025-04-27,2648.45,517.03,164.87,37.92,5.36,89.03
2025-04-28,3549.65,863.94,176.13,40.51,4.0,79.98
2025-04-29,3065.85,556.81,168.06,38.65,1.92,85.74
2025-04-30,2728.88,547.75,162.55,37.39,1.94,88.75
2025-05-01,3112.57,479.82,148.02,34.05,3.39,85.05
2025-05-02,2890.8,476.5,174.23,40.07,3.44,96.47
2025-05-03,4270.73,1061.97,145.54,33.47,3.44,78.33
2025-05-04,3863.44,952.38,190.56,43.83,2.8,89.23
2025-05-05,3413.98,513.78,176.73,40.65,2.9,84.31
2025-05-06,4153.15,1018.27,145.64,33.5,3.26,88.09
2025-05-07,3446.95,737.34,168.31,38.71,3.07,86.77
2025-05-08,2972.6,703.89,159.15,36.6,1.22,82.07
2025-05-09,4159.65,813.1,180.27,41.46,2.82,85.92
2025-05-10,3662.28,738.17,200.38,46.09,2.32,77.57
2025-05-11,2868.82,570.56,135.74,31.22,3.14,87.41
2025-05-12,3286.77,712.2,175.22,40.3,5.39,86.19
2025-05-13,2938.52,481.82,169.38,38.96,3.29,87.55
2025-05-14,2679.21,409.91,185.66,42.7,2.75,89.23
2025-05-15,3827.87,692.05,176.15,40.51,10.48410267010663,74.67577020030114
2025-05-16,4313.55,951.0,156.49,35.99,11.227172409287636,69.07750511222132
2025-05-17,2653.51,451.59,164.79,37.9,14.295292798295026,64.75955746334614
2025-05-18,3628.13,788.55,154.88,35.62,12.99739074345261,64.08424764473352
2025-05-19,3015.07,744.69,191.94,44.15,10.61315382843285,63.21663432910064
2025-05-20,3090.47,492.59,170.47,39.21,9.603601245606852,70.90320456226073
2025-05-21,3031.38,658.6,207.68,47.77,11.509474023585343,61.863432770243485
2025-05-22,2889.03,561.56,168.05,38.65,11.679814830974342,65.22611354499992
2025-05-23,3338.64,790.64,154.69,35.58,12.744298781044975,65.25598950940542
2025-05-24,2892.17,485.06,138.18,31.78,11.197024931148512,62.49107903594234
2025-05-25,3436.04,753.4,131.99,30.36,12.767249363042792,58.13767226057949
2025-05-26,3268.77,764.28,135.95,31.27,2.76,92.76
2025-05-27,3167.41,774.31,172.56,39.69,3.78,81.49
2025-05-28,2826.01,616.99,176.96,40.7,3.73,83.49
2025-05-29,2984.23,596.0,134.73,30.99,2.0,85.93
2025-05-30,3643.06,771.54,183.82,42.28,3.04,87.59
2025-05-31,3508.49,831.13,155.82,35.84,2.43,84.14
2025-06-01,2761.84,571.87,167.97,38.63,1.99,81.51
2025-06-02,3292.8,503.93,196.83,45.27,2.83,88.53
2025-06-03,3611.27,877.88,182.07,41.88,2.75,87.88
2025-06-04,2393.25,524.01,158.31,36.41,4.94,81.33
2025-06-05,3491.94,760.03,145.39,33.44,3.35,90.42
2025-06-06,2881.19,494.32,119.71,27.53,1.9,89.68
2025-06-07,3489.98,753.45,147.9,34.02,2.55,85.54
2025-06-08,2815.17,533.15,157.59,36.24,3.82,85.32
2025-06-09,2286.41,491.86,141.59,32.57,4.67,87.22
2025-06-10,2367.09,380.29,158.23,36.39,1.73,81.55
2025-06-11,3196.85,689.83,161.91,37.24,1.5,85.12
2025-06-12,3294.57,823.45,155.39,35.74,4.5,76.39
2025-06-13,2704.4,418.7,146.39,33.67,3.31,88.51
2025-06-14,3467.65,859.0,162.27,37.32,2.31,78.75
2025-06-15,2309.36,440.37,167.25,38.47,3.43,91.01
2025-06-16,3098.79,734.65,136.1,31.3,0.89,83.68
2025-06-17,2518.0,574.71,185.63,42.69,3.0,84.15
2025-06-18,2789.23,576.54,154.94,35.64,3.26,82.49
2025-06-19,3130.46,700.74,156.78,36.06,3.74,83.85
2025-06-20,2668.13,634.62,170.06,39.11,2.19,90.67
2025-06-21,2897.61,551.74,160.06,36.81,3.07,75.05
2025-06-22,3584.55,654.91,173.95,40.01,2.26,90.11
2025-06-23,2784.45,603.56,160.12,36.83,3.2,86.35
2025-06-24,3482.22,803.64,141.61,32.57,2.28,80.17
2025-06-25,2490.98,563.53,160.58,36.93,2.67,80.7
2025-06-26,3312.17,761.08,129.96,29.89,2.2,91.71
2025-06-27,3759.48,727.68,154.49,35.53,3.52,81.22
2025-06-28,1794.28,415.89,151.14,34.76,3.69,80.39
2025-06-29,2623.06,424.99,147.13,33.84,2.81,89.55
2025-06-30,3301.45,674.98,148.2,34.09,3.03,86.35
2025-07-01,2902.78,437.09,112.62,25.9,1.84,81.25
2025-07-02,3181.27,580.45,139.28,32.04,2.76,85.87
2025-07-03,2685.1,501.16,152.63,35.11,2.96,80.9
2025-07-04,3021.78,572.98,154.49,35.53,5.1,89.4
2025-07-05,2892.05,634.94,131.25,30.19,2.11,89.25
2025-07-06,3545.2,669.53,177.64,40.86,4.17,87.13
2025-07-07,3079.94,600.19,135.51,31.17,3.8,86.45
2025-07-08,3112.97,540.89,172.74,39.73,3.22,92.04
2025-07-09,2729.69,511.34,162.41,37.35,4.41,85.0
2025-07-10,2683.3,463.48,141.45,32.53,3.3,80.27
2025-07-11,2702.32,425.13,190.39,43.79,3.31,86.8
2025-07-12,3107.34,653.61,131.52,30.25,2.96,93.34
2025-07-13,2691.17,583.5,174.28,40.09,3.98,80.94
2025-07-14,3038.13,643.93,176.42,40.58,3.88,83.55
2025-07-15,3922.55,770.19,143.5,33.0,2.5,86.67
2025-07-16,3312.05,622.59,185.26,42.61,1.94,84.78
2025-07-17,2705.16,639.32,152.91,35.17,2.84,81.07
2025-07-18,3460.49,698.7,164.18,37.76,2.36,89.49
2025-07-19,2647.61,524.01,164.11,37.74,2.95,94.28
2025-07-20,1824.38,278.34,156.71,36.04,3.99,85.78
2025-07-21,2331.25,429.24,176.1,40.5,2.63,81.38
2025-07-22,1891.8,355.7,176.24,40.53,2.97,78.8
2025-07-23,2643.39,501.93,125.88,28.95,3.05,86.03
2025-07-24,2820.36,586.68,187.42,43.11,3.68,89.42
2025-07-25,3641.42,740.52,128.56,29.57,1.2,86.9
2025-07-26,2958.79,623.68,182.93,42.07,2.51,84.99
2025-07-27,2677.95,606.52,185.28,42.62,3.17,82.64
2025-07-28,3194.44,738.87,141.4,32.52,3.96,80.63
2025-07-29,1666.48,369.65,155.46,35.76,2.61,88.34
2025-07-30,2882.23,707.74,142.02,32.66,1.5,88.66
2025-07-31,3142.3,477.07,160.29,36.87,3.5,78.82
2025-08-01,2010.09,340.87,158.88,36.54,2.49,91.36
2025-08-02,3313.85,499.58,181.08,41.65,2.05,87.3
2025-08-03,2903.88,623.6,192.13,44.19,2.5,90.6
2025-08-04,2519.74,604.24,194.27,44.68,2.85,79.63
2025-08-05,3036.6,529.43,155.54,35.78,2.52,79.54
2025-08-06,3848.46,934.03,163.03,37.5,1.24,84.4
2025-08-07,2797.04,436.41,133.96,30.81,3.72,87.01
2025-08-08,2823.3,687.31,151.93,34.94,4.02,92.19
2025-08-09,2462.68,455.99,187.76,43.18,3.52,87.82
2025-08-10,2260.7,362.03,201.17,46.27,2.09,84.03
2025-08-11,3094.14,614.46,144.57,33.25,2.84,80.89
2025-08-12,2244.38,394.29,157.81,36.3,2.99,89.92
2025-08-13,2701.75,482.23,169.51,38.99,3.48,81.14
2025-08-14,2420.78,437.51,176.03,40.49,3.53,91.51
2025-08-15,2892.85,666.23,154.61,35.56,2.41,83.86
2025-08-16,2814.04,573.83,179.65,41.32,3.07,91.36
2025-08-17,3159.93,572.36,162.05,37.27,3.37,87.72
2025-08-18,2380.21,502.3,171.6,39.47,4.16,84.45
2025-08-19,2494.45,552.81,183.16,42.13,3.56,82.92
2025-08-20,2134.28,378.33,172.71,39.72,3.63,83.64
2025-08-21,2395.91,458.47,164.19,37.76,3.07,86.71
2025-08-22,2801.21,454.32,171.05,39.34,4.13,85.31
2025-08-23,2985.67,501.94,171.8,39.51,3.33,82.62
2025-08-24,2140.83,466.94,166.49,38.29,2.31,84.34
2025-08-25,3031.56,509.74,169.02,38.87,4.12,85.31
2025-08-26,3269.55,662.14,206.47,47.49,3.56,76.49
2025-08-27,2793.54,617.11,186.01,42.78,2.65,86.83
2025-08-28,3520.44,565.69,169.17,38.91,2.62,81.08
2025-08-29,2190.48,452.84,189.3,43.54,3.24,80.39
2025-08-30,1950.51,342.62,168.95,38.86,3.37,78.25
2025-08-31,1679.07,413.54,199.36,45.85,3.16,77.82
2025-09-01,3312.17,656.98,183.54,42.22,3.25,79.58
2025-09-02,2887.18,665.78,174.25,40.08,4.36,82.16
2025-09-03,2528.18,518.33,185.6,42.69,3.86,92.81
2025-09-04,2692.06,415.5,145.46,33.46,3.15,82.9
2025-09-05,1985.58,423.55,154.57,35.55,3.75,85.71
2025-09-06,3767.57,923.58,153.44,35.29,2.17,86.6
2025-09-07,2605.82,547.64,180.39,41.49,3.32,85.52
2025-09-08,2592.55,601.26,212.38,48.85,4.45,84.69
2025-09-09,2897.52,690.83,222.55,51.19,2.83,80.22
2025-09-10,2772.06,479.03,190.87,43.9,2.32,90.8
2025-09-11,2640.56,452.08,188.3,43.31,2.48,92.23
2025-09-12,2130.58,449.76,142.43,32.76,2.13,78.27
2025-09-13,2758.89,527.23,167.76,38.58,2.37,80.9
2025-09-14,3461.65,809.98,163.01,37.49,2.7,83.88
2025-09-15,3190.97,765.84,166.49,38.29,1.88,81.14
2025-09-16,3312.62,613.97,175.68,40.41,3.01,87.02
2025-09-17,2258.33,392.24,169.72,39.04,3.72,82.09
2025-09-18,2017.19,460.03,139.69,32.13,2.27,93.66
2025-09-19,2447.3,434.35,194.35,44.7,4.22,89.76
2025-09-20,2536.4,589.11,158.03,36.35,3.41,85.85
2025-09-21,3054.12,587.53,184.36,42.4,3.82,89.11
2025-09-22,1659.43,359.69,221.14,50.86,2.47,89.42
2025-09-23,3269.22,521.62,161.35,37.11,3.68,82.74
2025-09-24,2424.37,514.9,129.19,29.71,2.13,81.74
2025-09-25,2289.01,446.76,174.13,40.05,3.71,85.31
2025-09-26,1995.62,416.41,201.92,46.44,3.14,88.45
2025-09-27,1673.61,279.16,219.1,50.39,3.44,85.56
2025-09-28,2912.15,651.41,155.38,35.74,2.06,78.69
2025-09-29,2536.89,599.41,189.92,43.68,2.28,81.79
2025-09-30,1855.06,318.47,170.69,39.26,3.48,84.7
2025-10-01,1852.47,295.6,177.88,40.91,2.24,84.7
2025-10-02,2332.22,355.35,232.88,53.56,3.37,92.89
2025-10-03,3334.89,714.32,149.92,34.48,1.91,79.46
2025-10-04,2370.99,499.59,185.03,42.56,3.68,87.02
2025-10-05,1749.77,358.12,189.27,43.53,2.01,90.96
2025-10-06,2379.17,412.06,201.59,46.37,3.44,94.09
2025-10-07,2366.53,447.49,181.79,41.81,3.5,83.38
2025-10-08,1155.45,242.01,185.93,42.76,2.44,86.97
2025-10-09,2477.89,494.78,171.87,39.53,3.47,87.28
2025-10-10,2390.86,594.79,185.0,42.55,3.21,85.78
2025-10-11,2855.87,467.35,172.67,39.71,2.57,84.6
2025-10-12,3433.82,753.77,191.87,44.13,2.19,86.74
2025-10-13,3074.36,585.46,171.94,39.55,1.43,74.87
2025-10-14,2378.51,458.62,186.77,42.96,3.28,87.73
2025-10-15,1961.71,435.03,178.52,41.06,1.75,85.5
2025-10-16,3803.81,833.96,201.49,46.34,3.08,84.11
2025-10-17,2549.04,635.03,177.81,40.9,2.79,93.19
2025-10-18,2528.85,411.8,143.23,32.94,3.54,82.3
2025-10-19,2512.41,403.02,203.77,46.87,2.76,83.39
2025-10-20,2626.24,584.17,160.25,36.86,2.74,92.97
2025-10-21,2457.89,510.85,165.12,37.98,3.59,81.67
2025-10-22,2246.25,398.52,166.1,38.2,3.27,82.8
2025-10-23,2262.8,357.39,205.32,47.22,3.25,84.41
2025-10-24,2523.14,400.08,134.92,31.03,3.38,88.36
2025-10-25,2271.22,543.77,240.18,55.24,1.77,85.83
2025-10-26,2190.07,370.53,198.33,45.62,3.61,79.83
2025-10-27,2603.4,474.7,181.45,41.73,3.49,82.87
2025-10-28,2426.52,418.98,175.66,40.4,2.19,82.57
2025-10-29,3309.96,614.0,182.23,41.91,2.8,84.69
2025-10-30,1236.57,194.07,186.7,42.94,2.97,86.7
2025-10-31,3112.03,628.34,188.93,43.45,2.89,86.67
2025-11-01,3193.66,500.64,186.88,42.98,3.27,77.9
2025-11-02,1538.4,353.89,177.29,40.78,4.15,89.26
2025-11-03,2408.35,417.54,171.27,39.39,3.87,86.01
2025-11-04,2398.69,489.34,171.91,39.54,1.95,90.54
2025-11-05,1885.51,448.77,170.75,39.27,3.5,86.78
2025-11-06,2205.32,474.34,197.02,45.31,4.06,89.41
2025-11-07,2044.03,415.54,185.91,42.76,3.31,86.87
2025-11-08,3480.66,634.99,114.92,26.43,3.87,90.38
2025-11-09,3077.69,564.14,186.53,42.9,4.61,87.09
2025-11-10,3251.07,705.32,176.98,40.7,3.82,84.61
2025-11-11,2981.68,743.67,172.37,39.65,3.2,94.09
2025-11-12,2061.99,445.77,164.64,37.87,3.84,88.56
2025-11-13,2370.03,487.7,194.54,44.75,3.12,87.29
2025-11-14,2882.87,643.07,190.66,43.85,3.02,79.89
2025-11-15,2033.11,399.55,155.89,35.86,2.72,79.85
2025-11-16,3006.77,469.1,179.12,41.2,4.25,86.17
2025-11-17,2536.31,523.06,151.18,34.77,2.35,85.58
2025-11-18,2475.37,608.35,142.64,32.81,4.23,82.54
2025-11-19,3024.66,506.72,157.31,36.18,3.4,85.56
2025-11-20,2897.82,634.62,186.71,42.94,1.88,91.35
2025-11-21,2501.8,425.54,188.13,43.27,3.29,87.78
2025-11-22,3268.64,665.44,178.92,41.15,1.32,80.44
2025-11-23,2155.23,344.12,182.76,42.03,3.5,84.55
2025-11-24,3010.6,587.18,178.17,40.98,3.71,81.78
2025-11-25,3006.15,678.24,154.59,35.56,2.53,83.45
2025-11-26,2561.88,473.32,175.64,40.4,3.1,83.35
2025-11-27,2886.85,624.98,182.58,41.99,4.56,83.09
2025-11-28,2105.44,483.29,181.23,41.68,2.6,79.98
2025-11-29,3200.31,776.77,189.48,43.58,2.15,84.49
2025-11-30,2653.21,460.24,179.43,41.27,4.19,82.76
2025-12-01,2491.75,473.26,171.84,39.52,4.57,73.28
2025-12-02,3285.14,542.84,185.77,42.73,3.0,93.21
2025-12-03,2416.05,602.2,163.38,37.58,3.81,89.36
2025-12-04,2071.65,502.79,145.81,33.54,4.07,83.49
2025-12-05,2005.3,409.07,159.72,36.74,2.41,85.08
2025-12-06,3094.41,724.72,147.62,33.95,2.61,80.31
2025-12-07,2159.04,436.33,148.54,34.16,3.98,91.78
2025-12-08,3684.57,782.45,158.68,36.5,4.35,92.59
2025-12-09,1774.17,281.94,145.24,33.41,3.45,85.63
2025-12-10,3671.39,828.0,154.45,35.52,2.3,89.09
2025-12-11,2936.75,478.02,122.25,28.12,4.59,85.7
2025-12-12,2791.01,649.21,163.9,37.7,2.58,79.65
2025-12-13,2575.08,587.64,159.17,36.61,2.73,83.35
2025-12-14,3055.33,674.84,142.31,32.73,3.27,85.53
2025-12-15,2845.2,437.07,171.34,39.41,4.24,83.18
2025-12-16,3423.97,617.39,176.41,40.57,3.68,84.13
2025-12-17,2937.78,517.96,125.01,28.75,3.33,84.63
2025-12-18,2964.19,551.38,141.4,32.52,3.37,84.68
2025-12-19,2715.64,431.15,140.77,32.38,3.03,85.21
2025-12-20,2877.41,701.21,136.85,31.48,3.45,80.76
2025-12-21,3068.25,630.16,171.73,39.5,0.98,82.13
2025-12-22,2067.76,373.34,150.75,34.67,2.76,79.86
2025-12-23,2257.27,428.2,148.83,34.23,3.19,88.91
2025-12-24,3311.53,644.82,113.53,26.11,2.08,76.58
2025-12-25,3033.88,637.3,165.8,38.13,3.31,89.61
2025-12-26,2865.03,577.5,127.79,29.39,2.84,90.55
2025-12-27,2974.82,719.72,153.26,35.25,4.4,83.79
2025-12-28,3147.98,628.64,157.1,36.13,4.26,74.59
2025-12-29,2712.91,676.1,178.25,41.0,2.63,83.55
2025-12-30,2602.24,611.9,124.34,28.6,2.88,84.74
